system:index,Percent_NonTree_Vegetation,Percent_NonVegetated,Percent_Tree_Cover,canopy height,end,geometry,site,start,vegetation,year,.geo
2017_03_06_00000000000000000003_0,68,4,28,13.0m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[116.93855900000003,-32.477093]}",Boyagin,2017-10-20 13:00:00,Dry schlerophyll woodland,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000000_0,89,2,9,16.4m,2009-05-24 06:00:00,"{""type"":""Point"",""coordinates"":[131.1178,-13.076900000000002]}",AdelaideRiver,2007-10-17 11:30:00,Woody Savanna,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_0000000000000000000a_0,72,19,9,16.4m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[131.3881,-14.159200000000002]}",DalyUncleared,2008-01-01 00:00:00,Woody Savanna,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000013_0,72,8,20,16m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[131.15005,-12.4952]}",HowardSprings,2002-01-01 06:00:00,Woody savanna,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000014_0,79,5,16,16m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[130.7945459,-13.179041779999999]}",Litchfield,2015-06-23 13:00:00,Woody savanna,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000012_0,57,36,7,18,2024-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[120.65416666666667,-30.191400000000005]}",GreatWesternWoodlands,2013-01-01 15:30:00,sparse eucalypt woodland,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_0000000000000000001b_0,85,13,2,1m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[116.966827,-32.506102]}",Ridgefield,2015-03-29 05:00:00,Wheat,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000028_0,22,1,77,23 m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[144.094046,-37.422506]}",WombatStateForest,2024-05-08 14:30:00,dry sclerophyll eucalypt forest,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000008_0,52,2,46,24 m,2025-01-01 00:00:00,"{""type"":""Point"",""coordinates"":[150.723611,-33.615278]}",CumberlandPlain,2014-01-01 00:30:00,Dry sclerophyll forest,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000005_0,18,4,78,25m,2018-11-02 12:00:00,"{""type"":""Point"",""coordinates"":[145.446922,-16.103219]}",CapeTribulation,2010-01-01 00:00:00,lowland complex mesophyll vine forest,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000007_0,20,3,77,26m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[145.42715,-16.238189000000002]}",CowBay,2009-01-01 09:00:00,lowland complex mesophyll vine forest,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000027_0,47,2,51,28.0m,2023-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[145.0294,-36.6732]}",Whroo,2011-12-01 13:30:00,Dry schlerophyll woodland,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_0000000000000000001d_0,20,2,78,28m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[145.6301375,-17.11746943]}",RobsonCreek,2013-08-01 17:30:00,"Regional Ecosystem (RE) 7.3.36a, complex mesophyll vine forest",2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000004_0,74,23,3,3m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[140.5877,-34.002700000000004]}",CalperumChowilla,2010-07-30 11:00:00,Mallee,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000023_0,17,1,82,40 m,2022-12-03 18:00:00,"{""type"":""Point"",""coordinates"":[148.1516,-35.6566]}",Tumbarumba,2002-01-07 16:00:00,wet sclerophyll forest,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000016_0,83,3,14,5.5m (Stevens et al. 2012),2009-06-09 10:30:00,"{""type"":""Point"",""coordinates"":[140.65512,-34.47035]}",Loxton,2008-08-19 17:00:00,Almond orchard,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000025_0,11,10,79,55m,2021-09-21 12:00:00,"{""type"":""Point"",""coordinates"":[146.65452,-43.09502]}",Warra,2013-03-05 15:00:00,Eucalyptus obliqua tall forest,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000001_0,66,24,10,6.5m,2025-01-28 10:00:00,"{""type"":""Point"",""coordinates"":[133.249,-22.282999999999998]}",AliceSpringsMulga,2010-09-03 00:00:00,Canopy + three types of understorey (vegetation1-4),2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000022_0,66,24,10,6.5m,2022-01-17 23:30:00,"{""type"":""Point"",""coordinates"":[133.249,-22.282999999999998]}",TiTreeEast,2012-07-18 00:00:00,Canopy + three types of understorey (vegetation1-4),2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000011_0,63,13,24,6.8m,2024-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[115.71377000000003,-31.376351000000007]}",Gingin,2011-10-13 14:00:00,Banksia woodland,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_00000000000000000020_0,18,1,81,8m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[148.43585,-36.375649]}",SnowGum,2023-12-27 15:30:00,Sub-alpine woodland,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06_0000000000000000001a_0,77,15,8,variable,2013-07-21 23:30:00,"{""type"":""Point"",""coordinates"":[132.477567,-14.563638999999997]}",RedDirtMelonFarm,2011-09-23 09:00:00,Woody savannah then cleared,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000000b_0,89,2,9,+6m,2021-07-07 12:00:00,"{""type"":""Point"",""coordinates"":[141.616472,-37.882694]}",DigbyPlantation,2018-01-01 00:30:00,Eucalyptus globulus (blue gum),2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000010_0,95,0,5,0.05m,2021-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[141.960897,-37.390033]}",GatumPasture,2015-02-09 00:30:00,Phalaris and Subterranean Clover,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000019_0,59,0,41,0.1 m,2011-01-01 00:00:00,"{""type"":""Point"",""coordinates"":[142.81,-38.525000000000006]}",Otway,2007-08-11 00:00:00,"Pasture, grazed",2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000000c_0,71,23,6,0.15m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[132.3706,-15.258800000000006]}",DryRiver,2009-10-25 15:00:00,Woodland savanna,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000001f_0,76,2,22,0.1m,2024-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[147.0875,-42.09055600000001]}",SilverPlains,2019-12-05 10:00:00,Species rich highland grassland/sedgeland,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000000d_0,74,20,6,0.2-0.6m,2013-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[148.4746,-23.85872]}",Emerald,2011-06-10 00:30:00,Mallee and crop,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000002_0,62,4,34,0.3m,2022-06-20 23:30:00,"{""type"":""Point"",""coordinates"":[147.32083300000002,-36.862222]}",AlpinePeatland,2017-04-12 18:30:00,,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000001c_0,90,8,2,0.4m,2017-07-12 17:30:00,"{""type"":""Point"",""coordinates"":[145.576,-36.656]}",RiggsCreek,2011-01-01 00:30:00,Pasture,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000002a_0,82,9,9,0.5 m,2025-01-01 00:00:00,"{""type"":""Point"",""coordinates"":[150.734864,-33.613469]}",YarramundiControl,2019-10-22 15:30:00,"pasture, unirrigated",2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000002b_0,75,6,19,0.5 m,2024-12-29 12:00:00,"{""type"":""Point"",""coordinates"":[150.763284,-33.620812]}",YarramundiIrrigated,2019-10-15 09:30:00,"pasture, irrigated",2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000029_0,71,27,2,0.50,2025-01-28 03:00:00,"{""type"":""Point"",""coordinates"":[146.2908,-34.9878]}",Yanco,2012-10-24 14:00:00,Pasture,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000015_0,28,71,1,0.50m,2024-07-01 00:00:00,"{""type"":""Point"",""coordinates"":[144.31041571964502,-23.52326576449729]}",LongreachMitchellGrassRangeland,2018-10-09 12:00:00,Mitchell Grass,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000009_0,93,1,6,0.5m,2013-09-08 13:30:00,"{""type"":""Point"",""coordinates"":[131.3181,-14.063299999999998]}",DalyPasture,2008-01-01 00:00:00,Tropical improved pasture,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000000f_0,79,12,9,0.5m,2008-10-31 17:30:00,"{""type"":""Point"",""coordinates"":[131.3072,-12.5452]}",FoggDam,2006-02-07 00:00:00,Ephemeral tropical wetland,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000017_0,24,73,3,0.5m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[150.02,-30.543000000000006]}",MyallValeA,2023-11-29 10:00:00,,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000018_0,35,61,4,0.5m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[150.09,-30.697000000000006]}",MyallValeB,2023-11-28 13:30:00,,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000001e_0,83,10,7,0.5m,2017-12-31 14:30:00,"{""type"":""Point"",""coordinates"":[152.87778,-27.388059999999996]}",SamfordEcologicalResearchFacility,2010-06-02 12:00:00,pasture,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000021_0,38,58,4,0.5m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[133.3502,-17.1507]}",SturtPlains,2008-08-28 11:00:00,Mitchell Grasslands,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000026_0,47,49,4,0.5m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[148.9843,-32.5727]}",Wellington,2023-09-27 12:30:00,Pasture,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000024_0,26,1,73,100m,2008-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[145.1878,-37.4259]}",WallabyCreek,2005-08-25 12:30:00,Mountain Ash,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000006_0,63,5,32,12.0m,2019-11-11 13:30:00,"{""type"":""Point"",""coordinates"":[116.237,-33.42]}",Collie,2017-08-04 00:30:00,Dry schlerophyll woodland,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000000e_0,72,24,4,12m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[146.189138,-19.887285]}",Fletcherview,2022-01-22 22:00:00,Semi-arid savanna,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000003_0,56,6,38,13.0m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[116.93855900000003,-32.477093]}",Boyagin,2017-10-20 13:00:00,Dry schlerophyll woodland,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000000_0,92,4,4,16.4m,2009-05-24 06:00:00,"{""type"":""Point"",""coordinates"":[131.1178,-13.076900000000002]}",AdelaideRiver,2007-10-17 11:30:00,Woody Savanna,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000000a_0,75,14,11,16.4m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[131.3881,-14.159200000000002]}",DalyUncleared,2008-01-01 00:00:00,Woody Savanna,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000013_0,80,5,15,16m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[131.15005,-12.4952]}",HowardSprings,2002-01-01 06:00:00,Woody savanna,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000014_0,78,4,18,16m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[130.7945459,-13.179041779999999]}",Litchfield,2015-06-23 13:00:00,Woody savanna,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000012_0,48,41,11,18,2024-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[120.65416666666667,-30.191400000000005]}",GreatWesternWoodlands,2013-01-01 15:30:00,sparse eucalypt woodland,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000001b_0,80,18,2,1m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[116.966827,-32.506102]}",Ridgefield,2015-03-29 05:00:00,Wheat,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000028_0,38,1,61,23 m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[144.094046,-37.422506]}",WombatStateForest,2024-05-08 14:30:00,dry sclerophyll eucalypt forest,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000008_0,58,4,38,24 m,2025-01-01 00:00:00,"{""type"":""Point"",""coordinates"":[150.723611,-33.615278]}",CumberlandPlain,2014-01-01 00:30:00,Dry sclerophyll forest,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000005_0,28,2,70,25m,2018-11-02 12:00:00,"{""type"":""Point"",""coordinates"":[145.446922,-16.103219]}",CapeTribulation,2010-01-01 00:00:00,lowland complex mesophyll vine forest,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000007_0,33,2,65,26m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[145.42715,-16.238189000000002]}",CowBay,2009-01-01 09:00:00,lowland complex mesophyll vine forest,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000027_0,42,3,55,28.0m,2023-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[145.0294,-36.6732]}",Whroo,2011-12-01 13:30:00,Dry schlerophyll woodland,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000001d_0,30,5,65,28m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[145.6301375,-17.11746943]}",RobsonCreek,2013-08-01 17:30:00,"Regional Ecosystem (RE) 7.3.36a, complex mesophyll vine forest",2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000004_0,74,22,4,3m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[140.5877,-34.002700000000004]}",CalperumChowilla,2010-07-30 11:00:00,Mallee,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000023_0,19,1,80,40 m,2022-12-03 18:00:00,"{""type"":""Point"",""coordinates"":[148.1516,-35.6566]}",Tumbarumba,2002-01-07 16:00:00,wet sclerophyll forest,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000016_0,80,2,18,5.5m (Stevens et al. 2012),2009-06-09 10:30:00,"{""type"":""Point"",""coordinates"":[140.65512,-34.47035]}",Loxton,2008-08-19 17:00:00,Almond orchard,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000025_0,18,3,79,55m,2021-09-21 12:00:00,"{""type"":""Point"",""coordinates"":[146.65452,-43.09502]}",Warra,2013-03-05 15:00:00,Eucalyptus obliqua tall forest,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000001_0,59,35,6,6.5m,2025-01-28 10:00:00,"{""type"":""Point"",""coordinates"":[133.249,-22.282999999999998]}",AliceSpringsMulga,2010-09-03 00:00:00,Canopy + three types of understorey (vegetation1-4),2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000022_0,59,35,6,6.5m,2022-01-17 23:30:00,"{""type"":""Point"",""coordinates"":[133.249,-22.282999999999998]}",TiTreeEast,2012-07-18 00:00:00,Canopy + three types of understorey (vegetation1-4),2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000011_0,56,9,35,6.8m,2024-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[115.71377000000003,-31.376351000000007]}",Gingin,2011-10-13 14:00:00,Banksia woodland,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_00000000000000000020_0,28,3,69,8m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[148.43585,-36.375649]}",SnowGum,2023-12-27 15:30:00,Sub-alpine woodland,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06_0000000000000000001a_0,74,20,6,variable,2013-07-21 23:30:00,"{""type"":""Point"",""coordinates"":[132.477567,-14.563638999999997]}",RedDirtMelonFarm,2011-09-23 09:00:00,Woody savannah then cleared,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000000b_0,51,1,48,+6m,2021-07-07 12:00:00,"{""type"":""Point"",""coordinates"":[141.616472,-37.882694]}",DigbyPlantation,2018-01-01 00:30:00,Eucalyptus globulus (blue gum),2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000010_0,87,1,12,0.05m,2021-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[141.960897,-37.390033]}",GatumPasture,2015-02-09 00:30:00,Phalaris and Subterranean Clover,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000019_0,70,1,29,0.1 m,2011-01-01 00:00:00,"{""type"":""Point"",""coordinates"":[142.81,-38.525000000000006]}",Otway,2007-08-11 00:00:00,"Pasture, grazed",2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000000c_0,66,27,7,0.15m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[132.3706,-15.258800000000006]}",DryRiver,2009-10-25 15:00:00,Woodland savanna,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000001f_0,58,3,39,0.1m,2024-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[147.0875,-42.09055600000001]}",SilverPlains,2019-12-05 10:00:00,Species rich highland grassland/sedgeland,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000000d_0,56,37,7,0.2-0.6m,2013-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[148.4746,-23.85872]}",Emerald,2011-06-10 00:30:00,Mallee and crop,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000002_0,68,5,27,0.3m,2022-06-20 23:30:00,"{""type"":""Point"",""coordinates"":[147.32083300000002,-36.862222]}",AlpinePeatland,2017-04-12 18:30:00,,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000001c_0,96,1,3,0.4m,2017-07-12 17:30:00,"{""type"":""Point"",""coordinates"":[145.576,-36.656]}",RiggsCreek,2011-01-01 00:30:00,Pasture,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000002a_0,81,11,8,0.5 m,2025-01-01 00:00:00,"{""type"":""Point"",""coordinates"":[150.734864,-33.613469]}",YarramundiControl,2019-10-22 15:30:00,"pasture, unirrigated",2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000002b_0,78,7,15,0.5 m,2024-12-29 12:00:00,"{""type"":""Point"",""coordinates"":[150.763284,-33.620812]}",YarramundiIrrigated,2019-10-15 09:30:00,"pasture, irrigated",2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000029_0,70,27,3,0.50,2025-01-28 03:00:00,"{""type"":""Point"",""coordinates"":[146.2908,-34.9878]}",Yanco,2012-10-24 14:00:00,Pasture,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000015_0,54,46,0,0.50m,2024-07-01 00:00:00,"{""type"":""Point"",""coordinates"":[144.31041571964502,-23.52326576449729]}",LongreachMitchellGrassRangeland,2018-10-09 12:00:00,Mitchell Grass,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000009_0,88,2,10,0.5m,2013-09-08 13:30:00,"{""type"":""Point"",""coordinates"":[131.3181,-14.063299999999998]}",DalyPasture,2008-01-01 00:00:00,Tropical improved pasture,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000000f_0,79,5,16,0.5m,2008-10-31 17:30:00,"{""type"":""Point"",""coordinates"":[131.3072,-12.5452]}",FoggDam,2006-02-07 00:00:00,Ephemeral tropical wetland,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000017_0,38,53,9,0.5m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[150.02,-30.543000000000006]}",MyallValeA,2023-11-29 10:00:00,,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000018_0,63,23,14,0.5m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[150.09,-30.697000000000006]}",MyallValeB,2023-11-28 13:30:00,,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000001e_0,74,9,17,0.5m,2017-12-31 14:30:00,"{""type"":""Point"",""coordinates"":[152.87778,-27.388059999999996]}",SamfordEcologicalResearchFacility,2010-06-02 12:00:00,pasture,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000021_0,12,87,1,0.5m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[133.3502,-17.1507]}",SturtPlains,2008-08-28 11:00:00,Mitchell Grasslands,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000026_0,77,12,11,0.5m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[148.9843,-32.5727]}",Wellington,2023-09-27 12:30:00,Pasture,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000024_0,24,1,75,100m,2008-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[145.1878,-37.4259]}",WallabyCreek,2005-08-25 12:30:00,Mountain Ash,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000006_0,54,9,37,12.0m,2019-11-11 13:30:00,"{""type"":""Point"",""coordinates"":[116.237,-33.42]}",Collie,2017-08-04 00:30:00,Dry schlerophyll woodland,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000000e_0,73,19,8,12m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[146.189138,-19.887285]}",Fletcherview,2022-01-22 22:00:00,Semi-arid savanna,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000003_0,67,4,29,13.0m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[116.93855900000003,-32.477093]}",Boyagin,2017-10-20 13:00:00,Dry schlerophyll woodland,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000000_0,82,1,17,16.4m,2009-05-24 06:00:00,"{""type"":""Point"",""coordinates"":[131.1178,-13.076900000000002]}",AdelaideRiver,2007-10-17 11:30:00,Woody Savanna,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000000a_0,83,2,15,16.4m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[131.3881,-14.159200000000002]}",DalyUncleared,2008-01-01 00:00:00,Woody Savanna,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000013_0,59,8,33,16m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[131.15005,-12.4952]}",HowardSprings,2002-01-01 06:00:00,Woody savanna,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000014_0,42,19,39,16m,2025-01-17 00:00:00,"{""type"":""Point"",""coordinates"":[130.7945459,-13.179041779999999]}",Litchfield,2015-06-23 13:00:00,Woody savanna,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000012_0,71,20,9,18,2024-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[120.65416666666667,-30.191400000000005]}",GreatWesternWoodlands,2013-01-01 15:30:00,sparse eucalypt woodland,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000001b_0,47,48,5,1m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[116.966827,-32.506102]}",Ridgefield,2015-03-29 05:00:00,Wheat,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000028_0,24,0,76,23 m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[144.094046,-37.422506]}",WombatStateForest,2024-05-08 14:30:00,dry sclerophyll eucalypt forest,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000008_0,46,5,49,24 m,2025-01-01 00:00:00,"{""type"":""Point"",""coordinates"":[150.723611,-33.615278]}",CumberlandPlain,2014-01-01 00:30:00,Dry sclerophyll forest,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000005_0,25,3,72,25m,2018-11-02 12:00:00,"{""type"":""Point"",""coordinates"":[145.446922,-16.103219]}",CapeTribulation,2010-01-01 00:00:00,lowland complex mesophyll vine forest,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000007_0,30,2,68,26m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[145.42715,-16.238189000000002]}",CowBay,2009-01-01 09:00:00,lowland complex mesophyll vine forest,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000027_0,56,2,42,28.0m,2023-12-31 23:30:00,"{""type"":""Point"",""coordinates"":[145.0294,-36.6732]}",Whroo,2011-12-01 13:30:00,Dry schlerophyll woodland,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_0000000000000000001d_0,24,4,72,28m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[145.6301375,-17.11746943]}",RobsonCreek,2013-08-01 17:30:00,"Regional Ecosystem (RE) 7.3.36a, complex mesophyll vine forest",2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06_00000000000000000004_0,69,26,5,3m,2025-02-02 00:00:00,"{""type"":""Point"",""coordinates"":[140.5877,-34.002700000000004]}",CalperumChowilla,2010-07-30 11:00:00,Mallee,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
